CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,mod_Attrition_Flag,mod_Gender,mod_Education_Level,mod_Income_Category,mod_Card_Category,handled_Total_Trans_Amt,mod_Age_Group,Trans_per_Month,Avg_Trans_Amt,Util_Ratio
714687858,Existing Customer,49,F,1,Graduate,1.0,Less than $40K,Blue,41,6,1,3,1438.3,0,1438.3,0.53,4538,82,1.05,0.0,0,0,3.0,1.0,0,8.420462002456466,Adults,2.0,55.34146341463415,0.0
780289308,Attrited Customer,61,F,0,High School,2.0,Less than $40K,Blue,47,1,3,4,4130.0,0,4130.0,0.814,2418,57,0.781,0.0,1,0,1.0,1.0,0,7.791109510610028,Seniors,1.2127659574468086,42.421052631578945,0.0
708504783,Existing Customer,47,M,3,Uneducated,,$40K - $60K,Blue,36,3,3,3,10960.0,1333,9627.0,0.678,3480,62,0.632,0.122,0,1,0.0,2.0,0,8.15507488781144,Adults,1.7222222222222223,56.12903225806452,0.12162408759124088
778857108,Existing Customer,52,F,3,Post-Graduate,2.0,$40K - $60K,Blue,33,3,2,0,3900.0,0,3900.0,1.092,4337,81,0.8,0.0,0,0,4.0,2.0,0,8.37516869138682,Adults,2.4545454545454546,53.54320987654321,0.0
756598833,Existing Customer,38,M,1,Uneducated,2.0,Less than $40K,Blue,31,6,3,3,6236.0,1204,5032.0,0.817,5389,84,0.826,0.193,0,1,0.0,1.0,0,8.592300663903043,Adults,2.7096774193548385,64.1547619047619,0.1930724823604875
718748133,Existing Customer,34,F,3,Graduate,1.0,Unknown,Blue,23,5,1,0,2591.0,0,2591.0,0.61,3876,67,0.763,0.0,0,0,3.0,,0,8.262816937670928,Adults,2.9130434782608696,57.850746268656714,0.0
714503433,Attrited Customer,57,F,2,Doctorate,2.0,Less than $40K,Blue,36,1,3,3,1615.0,950,665.0,0.507,2212,43,0.387,0.588,1,0,5.0,1.0,0,7.70210434005105,Adults,1.1944444444444444,51.44186046511628,0.5882352941176471
710869008,Existing Customer,47,F,3,Graduate,1.0,Unknown,Blue,36,5,1,2,8332.0,0,8332.0,0.92,5108,78,1.0,0.0,0,0,3.0,,0,8.538758969330798,Adults,2.1666666666666665,65.48717948717949,0.0
779643858,Existing Customer,55,F,1,Graduate,2.0,Less than $40K,Blue,38,5,5,2,2033.0,1037,996.0,1.064,4100,82,0.708,0.51,0,0,3.0,1.0,0,8.31898612539206,Adults,2.1578947368421053,50.0,0.5100836202656173
715250583,Existing Customer,55,M,2,Unknown,1.0,$80K - $120K,Blue,48,3,2,3,8082.0,1138,6944.0,0.723,4277,59,0.788,0.141,0,1,,4.0,0,8.361240889642351,Adults,1.2291666666666667,72.49152542372882,0.14080673100717644
714396558,Existing Customer,57,F,3,High School,2.0,Less than $40K,Blue,51,6,2,3,1511.0,0,1511.0,0.678,4683,87,0.706,0.0,0,0,1.0,1.0,0,8.451907724717607,Adults,1.7058823529411764,53.827586206896555,0.0
752766783,Existing Customer,43,F,4,Graduate,3.0,Unknown,Blue,36,5,2,2,11536.0,2074,9462.0,0.549,4106,81,0.723,0.18,0,0,3.0,,0,8.320448113956559,Adults,2.25,50.69135802469136,0.17978502080443828
715532208,Existing Customer,65,F,1,High School,1.0,Less than $40K,Blue,55,3,3,2,4010.0,1504,2506.0,0.766,3807,61,0.564,0.375,0,0,1.0,1.0,0,8.244859395911256,Seniors,1.1090909090909091,62.40983606557377,0.3750623441396509
719130558,Existing Customer,55,F,2,Uneducated,2.0,Less than $40K,Blue,44,5,2,3,1669.0,1000,669.0,0.717,4085,69,0.971,0.599,0,0,0.0,1.0,0,8.315321775377567,Adults,1.5681818181818181,59.20289855072464,0.5991611743559018
806232408,Existing Customer,54,F,3,Graduate,2.0,Unknown,Blue,49,5,1,2,11905.0,0,11905.0,0.881,4022,65,1.167,0.0,0,0,3.0,,0,8.299783171949787,Adults,1.3265306122448979,61.87692307692308,0.0
715497558,Attrited Customer,44,F,1,College,2.0,Less than $40K,Blue,36,6,3,3,3052.0,0,3052.0,0.868,2598,47,0.469,0.0,1,0,2.0,1.0,0,7.8628820346414905,Adults,1.3055555555555556,55.276595744680854,0.0
716303583,Existing Customer,55,F,2,Graduate,,Less than $40K,Blue,36,5,1,2,2712.0,1617,1095.0,0.715,4858,73,0.738,0.596,0,0,3.0,1.0,0,8.488587934405903,Adults,2.0277777777777777,66.54794520547945,0.5962389380530974
713522058,Existing Customer,39,F,0,College,2.0,Less than $40K,Blue,30,3,2,3,1978.0,871,1107.0,0.636,4299,59,0.844,0.44,0,0,2.0,1.0,0,8.366370301681654,Adults,1.9666666666666666,72.86440677966101,0.4403437815975733
719074308,Existing Customer,37,F,3,College,2.0,Less than $40K,Blue,27,4,2,0,1438.3,687,751.3,0.778,4621,73,1.147,0.478,0,0,2.0,1.0,0,8.438582790834326,Adults,2.7037037037037037,63.3013698630137,0.47764722241535146
711881733,Existing Customer,55,F,1,Graduate,2.0,Less than $40K,Blue,46,3,3,3,1606.0,0,1606.0,0.855,4548,76,0.652,0.0,0,0,3.0,1.0,0,8.422662707570003,Adults,1.6521739130434783,59.8421052631579,0.0
710310108,Existing Customer,46,F,1,Doctorate,2.0,Less than $40K,Blue,29,3,3,2,2406.0,1705,701.0,0.624,4665,89,0.816,0.709,0,0,5.0,1.0,0,8.448057452581375,Adults,3.0689655172413794,52.41573033707865,0.7086450540315877
715814433,Existing Customer,44,M,4,Unknown,1.0,$80K - $120K,Blue,36,6,2,3,5877.0,1160,4717.0,0.446,3565,83,0.729,0.197,0,1,,4.0,0,8.179199798423086,Adults,2.3055555555555554,42.95180722891566,0.19737961545005955
717252483,Attrited Customer,57,F,2,Graduate,2.0,Less than $40K,Blue,41,3,3,3,2796.0,0,2796.0,0.729,2196,35,0.75,0.0,1,0,3.0,1.0,0,7.69484807238461,Adults,0.8536585365853658,62.74285714285714,0.0
770874483,Existing Customer,54,F,1,Post-Graduate,2.0,Unknown,Blue,40,4,1,2,2876.0,1267,1609.0,0.617,4302,74,0.51,0.441,0,0,4.0,,0,8.3670677328386,Adults,1.85,58.13513513513514,0.4405424200278164
719742108,Attrited Customer,38,F,1,High School,1.0,Less than $40K,Blue,26,5,2,4,3554.0,0,3554.0,0.782,2372,44,0.63,0.0,1,0,1.0,1.0,0,7.771910256435763,Adults,1.6923076923076923,53.90909090909091,0.0
711064008,Existing Customer,48,F,2,Unknown,1.0,Less than $40K,Blue,36,4,3,2,9505.0,2390,7115.0,0.727,3616,68,0.619,0.251,0,0,,1.0,0,8.193400231952097,Adults,1.8888888888888888,53.1764705882353,0.25144660704892163
717208833,Attrited Customer,34,F,3,High School,1.0,Less than $40K,Blue,21,2,2,2,1576.0,0,1576.0,0.789,2703,56,1.0,0.0,1,0,1.0,1.0,0,7.902487437162855,Adults,2.6666666666666665,48.267857142857146,0.0
709022883,Existing Customer,44,F,4,College,2.0,Less than $40K,Blue,36,6,3,2,1438.3,0,1438.3,0.651,4257,89,0.648,0.0,0,0,2.0,1.0,0,8.356554845453426,Adults,2.4722222222222223,47.831460674157306,0.0
713653983,Existing Customer,39,M,3,Uneducated,1.0,$60K - $80K,Blue,26,4,2,1,2973.0,1136,1837.0,0.729,4342,87,0.776,0.382,0,1,0.0,3.0,0,8.376320632534823,Adults,3.3461538461538463,49.9080459770115,0.38210561722166164
713463708,Attrited Customer,40,F,4,Graduate,1.0,Less than $40K,Blue,25,4,2,3,1438.3,0,1438.3,0.628,2493,42,0.5,0.0,1,0,3.0,1.0,0,7.821643126239982,Adults,1.68,59.357142857142854,0.0
789143283,Existing Customer,41,F,1,Uneducated,1.0,Unknown,Blue,30,4,2,3,5647.0,1175,4472.0,0.802,4868,76,0.81,0.208,0,0,0.0,,0,8.4906438561827,Adults,2.533333333333333,64.05263157894737,0.20807508411545952
778550583,Existing Customer,43,F,1,High School,,$40K - $60K,Blue,35,6,3,2,1766.0,0,1766.0,0.779,4808,87,0.673,0.0,0,0,1.0,2.0,0,8.478244441277663,Adults,2.4857142857142858,55.264367816091955,0.0
711181608,Existing Customer,50,F,2,Graduate,,Less than $40K,Blue,40,3,2,3,1606.0,0,1606.0,0.824,4129,68,0.744,0.0,0,0,3.0,1.0,0,8.326032685955079,Adults,1.7,60.720588235294116,0.0
711790308,Attrited Customer,54,F,0,High School,,Less than $40K,Blue,34,4,3,3,2223.0,632,1591.0,0.665,2538,49,0.581,0.284,1,0,1.0,1.0,0,7.839525581704678,Adults,1.4411764705882353,51.795918367346935,0.28430049482681063
779791908,Existing Customer,47,F,4,Post-Graduate,1.0,$40K - $60K,Blue,36,6,3,3,2896.0,0,2896.0,0.961,4970,85,0.889,0.0,0,0,4.0,2.0,0,8.511376306094673,Adults,2.361111111111111,58.470588235294116,0.0
789515283,Existing Customer,51,M,3,Graduate,2.0,$60K - $80K,Blue,43,6,1,3,2157.0,1494,663.0,0.765,4784,69,0.605,0.693,0,1,3.0,3.0,0,8.473241303887054,Adults,1.6046511627906976,69.33333333333333,0.6926286509040334
712046808,Attrited Customer,49,F,3,Doctorate,3.0,Unknown,Blue,42,1,3,3,3802.0,1558,2244.0,0.489,2003,43,0.593,0.41,1,0,5.0,,0,7.602900462204755,Adults,1.0238095238095237,46.58139534883721,0.40978432403997894
712169883,Existing Customer,43,M,1,College,2.0,$60K - $80K,Blue,36,3,3,2,13840.0,1079,12761.0,0.947,4190,74,0.805,0.078,0,1,2.0,3.0,0,8.340694647925071,Adults,2.0555555555555554,56.62162162162162,0.07796242774566474
712637283,Existing Customer,36,F,2,Unknown,,Less than $40K,Blue,28,6,1,2,2169.0,1602,567.0,0.668,5182,78,0.814,0.739,0,0,,1.0,0,8.553139318189707,Adults,2.7857142857142856,66.43589743589743,0.7385892116182573
715555833,Existing Customer,47,F,3,Unknown,1.0,Less than $40K,Blue,34,6,3,0,4862.0,0,4862.0,0.695,4167,86,0.593,0.0,0,0,,1.0,0,8.335191583433202,Adults,2.5294117647058822,48.45348837209303,0.0
708712833,Existing Customer,45,F,5,Graduate,2.0,Less than $40K,Blue,36,4,1,2,2289.0,1037,1252.0,0.504,4483,72,0.5,0.453,0,0,3.0,1.0,0,8.40827078419205,Adults,2.0,62.263888888888886,0.45303626037570993
717841683,Existing Customer,49,M,3,Unknown,2.0,$60K - $80K,Blue,36,6,1,3,22651.0,1085,21566.0,0.81,3915,72,0.674,0.048,0,1,,3.0,0,8.272826003650401,Adults,2.0,54.375,0.04790075493355702
708689958,Existing Customer,48,F,4,Unknown,,Less than $40K,Blue,36,4,3,2,2406.0,1744,662.0,0.694,4748,88,0.692,0.725,0,0,,1.0,0,8.465689348549121,Adults,2.4444444444444446,53.95454545454545,0.7248545303408146
708888633,Attrited Customer,52,M,3,Doctorate,2.0,$80K - $120K,Blue,36,2,3,3,3022.0,895,2127.0,0.95,2724,38,0.9,0.296,1,1,5.0,4.0,0,7.9102237070973445,Adults,1.0555555555555556,71.6842105263158,0.29616148246194574
721012983,Existing Customer,46,M,3,Doctorate,2.0,$80K - $120K,Blue,38,6,1,2,12935.0,1417,11518.0,0.738,3528,61,0.743,0.11,0,1,5.0,4.0,0,8.16876982367527,Adults,1.605263157894737,57.83606557377049,0.10954773869346733
812406183,Attrited Customer,45,F,4,Unknown,1.0,Less than $40K,Blue,40,5,4,3,1438.3,0,1438.3,0.605,2207,41,0.64,0.0,1,0,,1.0,0,7.699842407396986,Adults,1.025,53.829268292682926,0.0
714595983,Attrited Customer,49,F,1,Uneducated,2.0,$40K - $60K,Blue,41,4,3,3,1438.3,522,916.3,0.383,2030,37,0.37,0.363,1,0,0.0,2.0,0,7.616283561580385,Adults,0.9024390243902439,54.86486486486486,0.36292845720642425
715725858,Existing Customer,43,F,3,Post-Graduate,1.0,Less than $40K,Blue,26,6,2,2,2256.0,1346,910.0,0.911,4893,76,0.81,0.597,0,0,4.0,1.0,0,8.495765244002618,Adults,2.923076923076923,64.38157894736842,0.5966312056737588
720270633,Attrited Customer,40,F,3,Graduate,1.0,Less than $40K,Blue,36,5,3,1,1516.0,0,1516.0,0.737,2709,54,0.385,0.0,1,0,3.0,1.0,0,7.904703913873747,Adults,1.5,50.166666666666664,0.0
720269283,Existing Customer,48,F,3,Unknown,,$40K - $60K,Blue,33,3,2,2,2485.0,1651,834.0,1.1,4351,86,0.83,0.664,0,0,,2.0,0,8.378390788535778,Adults,2.606060606060606,50.593023255813954,0.6643863179074446
710142258,Existing Customer,53,F,2,Unknown,1.0,Less than $40K,Blue,36,5,2,2,1820.0,909,911.0,0.737,4665,67,0.763,0.499,0,0,,1.0,0,8.448057452581375,Adults,1.8611111111111112,69.6268656716418,0.49945054945054945
708525108,Existing Customer,54,F,2,Graduate,2.0,Unknown,Blue,47,4,3,3,2156.0,1134,1022.0,0.669,4120,77,0.711,0.526,0,0,3.0,,0,8.323851131338817,Adults,1.6382978723404256,53.506493506493506,0.525974025974026
709621008,Existing Customer,48,M,5,Post-Graduate,1.0,$60K - $80K,Blue,30,6,3,2,5826.0,1482,4344.0,0.729,4135,76,0.767,0.254,0,1,4.0,3.0,0,8.327484416188264,Adults,2.533333333333333,54.4078947368421,0.25437693099897013
717181833,Existing Customer,39,F,1,Graduate,1.0,Less than $40K,Silver,30,5,2,2,10190.0,891,9299.0,0.678,3768,59,0.967,0.087,0,0,3.0,1.0,1,8.234564993267135,Adults,1.9666666666666666,63.86440677966102,0.0874386653581943
711288558,Existing Customer,45,F,3,Graduate,1.0,Less than $40K,Blue,28,5,2,2,2035.0,1174,861.0,0.876,4670,77,0.638,0.577,0,0,3.0,1.0,0,8.449128460502108,Adults,2.75,60.64935064935065,0.576904176904177
718653333,Attrited Customer,45,F,2,College,1.0,Less than $40K,Blue,33,1,3,3,1833.0,0,1833.0,0.549,2037,31,0.292,0.0,1,0,2.0,1.0,0,7.61972421378267,Adults,0.9393939393939394,65.70967741935483,0.0
766628733,Existing Customer,56,M,3,Uneducated,1.0,$60K - $80K,Blue,49,3,3,3,1623.0,0,1623.0,1.058,4965,74,0.805,0.0,0,1,0.0,3.0,0,8.510369966068112,Adults,1.510204081632653,67.0945945945946,0.0
711724083,Attrited Customer,27,F,0,Unknown,1.0,Less than $40K,Blue,16,6,1,3,1835.0,1647,188.0,0.513,1903,44,0.63,0.898,1,0,,1.0,0,7.55171221535131,Young Adults,2.75,43.25,0.8975476839237058
719690733,Existing Customer,47,F,4,High School,2.0,Less than $40K,Blue,40,4,2,2,4490.0,1989,2501.0,0.604,4346,70,0.795,0.443,0,0,1.0,1.0,0,8.377241230988792,Adults,1.75,62.08571428571429,0.44298440979955456
770783508,Existing Customer,48,M,3,Graduate,3.0,$60K - $80K,Blue,34,6,3,2,11062.0,0,11062.0,0.761,4084,72,0.8,0.0,0,1,3.0,3.0,0,8.315077007294104,Adults,2.1176470588235294,56.72222222222222,0.0
713422083,Attrited Customer,30,F,0,Graduate,1.0,Less than $40K,Blue,36,5,3,3,1574.0,0,1574.0,0.582,2560,59,0.788,0.0,1,0,3.0,1.0,0,7.848153086199526,Young Adults,1.6388888888888888,43.389830508474574,0.0
718026858,Existing Customer,52,F,2,College,1.0,Less than $40K,Blue,36,3,2,2,2370.0,1490,880.0,0.63,4751,80,0.86,0.629,0,0,2.0,1.0,0,8.466320861042481,Adults,2.2222222222222223,59.3875,0.6286919831223629
716028108,Existing Customer,35,F,2,College,1.0,Less than $40K,Blue,18,6,2,0,2658.0,0,2658.0,0.891,4667,83,0.93,0.0,0,0,2.0,1.0,0,8.448485993406447,Adults,4.611111111111111,56.2289156626506,0.0
712222758,Attrited Customer,38,F,3,Graduate,2.0,Less than $40K,Blue,36,3,2,3,2300.0,0,2300.0,0.703,2500,47,0.119,0.0,1,0,3.0,1.0,0,7.824445930877619,Adults,1.3055555555555556,53.191489361702125,0.0
718436133,Existing Customer,44,F,2,Graduate,1.0,Less than $40K,Blue,36,5,2,3,2368.0,1244,1124.0,0.935,4289,71,0.868,0.525,0,0,3.0,1.0,0,8.364042011922063,Adults,1.9722222222222223,60.40845070422535,0.5253378378378378
719313633,Existing Customer,53,F,0,High School,2.0,$40K - $60K,Blue,36,6,2,3,2883.0,1936,947.0,0.861,4244,53,0.656,0.672,0,0,1.0,2.0,0,8.353497098745448,Adults,1.4722222222222223,80.0754716981132,0.6715227193895248
814586958,Existing Customer,43,F,2,College,3.0,Unknown,Blue,38,4,3,2,3264.0,2042,1222.0,0.752,4624,75,0.705,0.626,0,0,2.0,,0,8.439231649946526,Adults,1.9736842105263157,61.653333333333336,0.6256127450980392
804344733,Existing Customer,46,F,3,Unknown,1.0,Less than $40K,Blue,41,3,2,2,1937.0,916,1021.0,0.807,4303,89,0.78,0.473,0,0,,1.0,0,8.36730010184162,Adults,2.1707317073170733,48.348314606741575,0.472896231285493
717166383,Existing Customer,40,F,4,Unknown,2.0,$40K - $60K,Blue,30,5,2,2,2166.0,1465,701.0,0.857,5097,82,0.673,0.676,0,0,,2.0,0,8.53660358493606,Adults,2.7333333333333334,62.15853658536585,0.6763619575253924
713060283,Existing Customer,43,F,5,Graduate,2.0,$40K - $60K,Blue,34,5,1,3,7135.0,1164,5971.0,1.127,3746,81,1.189,0.163,0,0,3.0,2.0,0,8.228710798793687,Adults,2.3823529411764706,46.24691358024691,0.16313945339873862
713070033,Existing Customer,56,F,2,Graduate,1.0,Less than $40K,Blue,43,5,3,2,1438.3,787,651.3,0.737,4830,79,0.756,0.547,0,0,3.0,1.0,0,8.482808764554406,Adults,1.8372093023255813,61.139240506329116,0.5471737467843982
793625583,Existing Customer,48,F,3,High School,1.0,$40K - $60K,Blue,42,6,1,1,3743.0,2090,1653.0,0.969,4674,67,0.718,0.558,0,0,1.0,2.0,0,8.449984441722787,Adults,1.5952380952380953,69.76119402985074,0.5583756345177665
713918358,Existing Customer,31,F,0,Uneducated,3.0,Unknown,Blue,36,6,3,1,5190.0,1682,3508.0,0.888,4900,81,0.8,0.324,0,0,0.0,,0,8.497194544909547,Adults,2.25,60.49382716049383,0.3240847784200385
714308283,Existing Customer,41,M,2,Doctorate,2.0,$40K - $60K,Blue,32,5,3,3,6059.0,1171,4888.0,0.678,4119,70,0.667,0.193,0,1,5.0,2.0,0,8.323608442343572,Adults,2.1875,58.84285714285714,0.19326621554711998
714086133,Existing Customer,47,F,4,Uneducated,1.0,Less than $40K,Blue,36,4,2,3,2577.0,1450,1127.0,0.747,4576,83,0.766,0.563,0,0,0.0,1.0,0,8.428799040653642,Adults,2.3055555555555554,55.13253012048193,0.5626697710516104
718872858,Existing Customer,43,F,2,High School,2.0,Less than $40K,Blue,36,5,1,3,3761.0,2121,1640.0,0.694,4476,79,0.927,0.564,0,0,1.0,1.0,0,8.406708458240965,Adults,2.1944444444444446,56.65822784810127,0.5639457591066206
718148358,Attrited Customer,50,F,3,High School,2.0,Less than $40K,Blue,36,2,3,3,1572.0,0,1572.0,0.74,2447,41,0.577,0.0,1,0,1.0,1.0,0,7.803026643632217,Adults,1.1388888888888888,59.68292682926829,0.0
709665783,Existing Customer,39,F,1,Unknown,2.0,$40K - $60K,Blue,36,3,1,1,1637.0,0,1637.0,0.889,4800,70,0.795,0.0,0,0,,2.0,0,8.476579508530941,Adults,1.9444444444444444,68.57142857142857,0.0
708483708,Existing Customer,51,M,2,Unknown,2.0,$120K +,Blue,36,5,3,2,28600.0,0,28600.0,0.506,4336,66,0.61,0.0,0,1,,5.0,0,8.374938143835367,Adults,1.8333333333333333,65.6969696969697,0.0
715347783,Existing Customer,40,M,4,High School,2.0,Less than $40K,Blue,35,3,3,1,4402.0,1524,2878.0,0.628,3063,57,0.9,0.346,0,1,1.0,1.0,0,8.027476530860483,Adults,1.6285714285714286,53.73684210526316,0.3462062698773285
709054083,Existing Customer,50,F,1,Graduate,,Less than $40K,Blue,32,6,1,3,2652.0,1911,741.0,0.831,4816,79,0.881,0.721,0,0,3.0,1.0,0,8.479906606630221,Adults,2.46875,60.962025316455694,0.7205882352941176
807915408,Existing Customer,41,F,2,College,2.0,$40K - $60K,Blue,36,6,2,3,6602.0,0,6602.0,0.743,4479,82,0.822,0.0,0,0,2.0,2.0,0,8.40737832540903,Adults,2.2777777777777777,54.6219512195122,0.0
794507133,Attrited Customer,37,F,2,Doctorate,1.0,$40K - $60K,Blue,18,4,1,3,1900.0,0,1900.0,0.776,2880,46,0.353,0.0,1,0,5.0,2.0,0,7.9658927350845286,Adults,2.5555555555555554,62.608695652173914,0.0
712569408,Existing Customer,56,F,4,Doctorate,1.0,$40K - $60K,Blue,44,4,2,3,3455.0,1385,2070.0,0.773,4925,82,0.745,0.401,0,0,5.0,2.0,0,8.502282578680484,Adults,1.8636363636363635,60.0609756097561,0.40086830680173663
788805108,Existing Customer,47,M,3,High School,1.0,$60K - $80K,Blue,30,5,3,3,18123.0,1775,16348.0,0.593,4259,80,0.86,0.098,0,1,1.0,3.0,0,8.357024439263416,Adults,2.6666666666666665,53.2375,0.09794184185841197
710150208,Existing Customer,44,F,4,Post-Graduate,3.0,Less than $40K,Blue,26,4,1,3,2295.0,1250,1045.0,0.912,3834,69,0.643,0.545,0,0,4.0,1.0,0,8.251924713801357,Adults,2.6538461538461537,55.56521739130435,0.5446623093681917
711825558,Existing Customer,38,M,3,Graduate,2.0,$80K - $120K,Blue,19,5,2,2,1518.0,1115,403.0,0.705,3595,65,0.857,0.735,0,1,3.0,4.0,0,8.18757739559151,Adults,3.4210526315789473,55.30769230769231,0.7345191040843215
712891833,Existing Customer,45,F,2,Graduate,,Less than $40K,Blue,36,3,1,1,2723.0,1902,821.0,0.723,3875,84,0.75,0.698,0,0,3.0,1.0,0,8.262558973010657,Adults,2.3333333333333335,46.13095238095238,0.6984943077488065
719680908,Existing Customer,47,F,0,College,2.0,Less than $40K,Blue,27,3,1,3,1776.0,691,1085.0,0.878,4878,84,0.826,0.389,0,0,2.0,1.0,0,8.492695559815838,Adults,3.111111111111111,58.07142857142857,0.38907657657657657
801053208,Existing Customer,39,F,3,High School,2.0,Less than $40K,Blue,33,3,3,1,1968.0,1270,698.0,0.975,4199,84,0.826,0.645,0,0,1.0,1.0,0,8.34283980427146,Adults,2.5454545454545454,49.98809523809524,0.6453252032520326
758642733,Existing Customer,48,F,1,Graduate,1.0,Less than $40K,Blue,41,5,1,1,1860.0,1054,806.0,0.963,5163,73,0.973,0.567,0,0,3.0,1.0,0,8.549466751966532,Adults,1.7804878048780488,70.72602739726027,0.5666666666666667
771201408,Existing Customer,53,F,3,Graduate,3.0,Less than $40K,Blue,40,3,2,3,2684.0,2126,558.0,0.69,5299,75,0.875,0.792,0,0,3.0,1.0,0,8.575462099540212,Adults,1.875,70.65333333333334,0.7921013412816692
789523683,Existing Customer,51,F,2,Graduate,1.0,$40K - $60K,Blue,43,3,1,3,2180.0,1865,315.0,0.748,4348,77,0.51,0.856,0,0,3.0,2.0,0,8.37770121259764,Adults,1.7906976744186047,56.467532467532465,0.8555045871559633
767266758,Attrited Customer,41,F,2,High School,1.0,Less than $40K,Blue,34,1,3,4,1661.0,0,1661.0,0.786,2473,49,0.75,0.0,1,0,1.0,1.0,0,7.813591552952433,Adults,1.4411764705882353,50.46938775510204,0.0
713732883,Existing Customer,38,F,0,Uneducated,1.0,Less than $40K,Blue,36,4,1,2,1679.0,0,1679.0,0.658,4771,81,0.761,0.0,0,0,0.0,1.0,0,8.470520783217808,Adults,2.25,58.901234567901234,0.0
720739083,Attrited Customer,36,F,2,Post-Graduate,2.0,Less than $40K,Blue,25,5,2,3,1691.0,0,1691.0,0.865,2716,63,0.703,0.0,1,0,4.0,1.0,0,7.907283609426348,Adults,2.52,43.111111111111114,0.0
718010133,Existing Customer,46,F,2,Post-Graduate,1.0,Less than $40K,Blue,35,4,2,3,2888.0,1641,1247.0,0.976,3703,61,1.179,0.568,0,0,4.0,1.0,0,8.21716859576607,Adults,1.7428571428571429,60.704918032786885,0.568213296398892
771518658,Existing Customer,58,F,1,High School,2.0,$40K - $60K,Blue,46,5,3,1,1871.0,1339,532.0,0.79,4553,90,0.731,0.716,0,0,1.0,2.0,0,8.423761246623686,Adults,1.9565217391304348,50.58888888888889,0.7156600748262961
710508858,Existing Customer,44,F,2,High School,,Less than $40K,Blue,34,5,1,3,3226.0,2517,709.0,0.818,4317,81,0.884,0.78,0,0,1.0,1.0,0,8.370547611074752,Adults,2.3823529411764706,53.2962962962963,0.7802231866088035
772590408,Existing Customer,41,M,5,Unknown,2.0,$80K - $120K,Blue,31,3,3,1,12114.0,1379,10735.0,0.676,3964,90,0.837,0.114,0,1,,4.0,0,8.285261134068948,Adults,2.903225806451613,44.044444444444444,0.113835231963018
719334408,Existing Customer,42,F,3,Post-Graduate,2.0,Less than $40K,Blue,36,6,3,1,4959.0,1483,3476.0,0.902,4286,71,0.614,0.299,0,0,4.0,1.0,0,8.363342466597977,Adults,1.9722222222222223,60.36619718309859,0.299052228271829
717500133,Existing Customer,42,M,4,Uneducated,1.0,$80K - $120K,Blue,36,3,2,3,10374.0,599,9775.0,0.635,4240,63,0.853,0.058,0,1,0.0,4.0,0,8.352554369474591,Adults,1.75,67.3015873015873,0.057740505108926164
720988083,Existing Customer,45,F,1,Uneducated,2.0,Less than $40K,Blue,35,3,3,2,1438.3,1080,358.3,0.802,4425,79,0.717,0.751,0,0,0.0,1.0,0,8.395251520610994,Adults,2.257142857142857,56.0126582278481,0.7508864631857054
713594883,Attrited Customer,44,F,2,Uneducated,1.0,Unknown,Blue,32,5,3,3,1486.0,849,637.0,0.621,2380,43,0.87,0.571,1,0,0.0,,0,7.7752758464868625,Adults,1.34375,55.348837209302324,0.5713324360699865
719848908,Existing Customer,41,F,3,Graduate,2.0,Unknown,Blue,33,3,3,3,2542.0,0,2542.0,0.587,4087,73,0.78,0.0,0,0,3.0,,0,8.31581113188354,Adults,2.212121212121212,55.986301369863014,0.0
714962658,Attrited Customer,35,M,2,Unknown,1.0,Less than $40K,Blue,36,5,3,3,1931.0,0,1931.0,0.862,2482,40,0.6,0.0,1,1,,1.0,0,7.817222785508166,Adults,1.1111111111111112,62.05,0.0
717429258,Attrited Customer,48,F,3,Doctorate,1.0,Less than $40K,Blue,39,3,3,4,1644.0,500,1144.0,0.784,2450,45,0.406,0.304,1,0,5.0,1.0,0,7.804251383528112,Adults,1.1538461538461537,54.44444444444444,0.30413625304136255
717022533,Existing Customer,43,F,2,Post-Graduate,1.0,$40K - $60K,Blue,36,4,1,3,2283.0,0,2283.0,0.899,4088,66,0.886,0.0,0,0,4.0,2.0,0,8.316055720364643,Adults,1.8333333333333333,61.93939393939394,0.0
710853033,Existing Customer,36,F,1,Doctorate,,Less than $40K,Blue,36,3,2,2,4943.0,1204,3739.0,0.417,4024,82,0.783,0.244,0,0,5.0,1.0,0,8.300280189852664,Adults,2.2777777777777777,49.073170731707314,0.2435767752377099
709548783,Attrited Customer,44,M,2,Doctorate,,$40K - $60K,Blue,36,5,3,4,1438.3,0,1438.3,0.602,2100,54,0.588,0.0,1,1,5.0,2.0,0,7.650168700845001,Adults,1.5,38.888888888888886,0.0
780055308,Existing Customer,43,F,3,College,1.0,Less than $40K,Blue,28,3,1,3,1438.3,0,1438.3,0.83,4482,54,0.636,0.0,0,0,2.0,1.0,0,8.40804774415544,Adults,1.9285714285714286,83.0,0.0
714252933,Existing Customer,52,F,2,College,3.0,Less than $40K,Blue,45,4,2,3,1438.3,0,1438.3,0.744,4737,80,0.818,0.0,0,0,2.0,1.0,0,8.463370384718731,Adults,1.7777777777777777,59.2125,0.0
